,opt_config,mc_config,has_match
135,"{'PRGS': 0, 'ORCH_1_Dstop': 6.36, 'ORCH_1_Drestart': 3.68, 'ORCH_1_Fstop': 0.5, 'ORCH_1_Frestart': 0.15, 'PSCS__TAU': 91, 'HUM_1_VEL': 42.0, 'HUM_2_VEL': 98.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2152.64, 'HUM_1_POS_Y': 163.55, 'HUM_2_POS_X': 2412.61, 'HUM_2_POS_Y': 597.02, 'ROB_1_VEL': 70.0, 'ROB_1_CHG': 11.74705359, 'SCS': 0, 'FTG': 0.0}",,False
136,"{'PRGS': 0, 'ORCH_1_Dstop': 7.12, 'ORCH_1_Drestart': 3.59, 'ORCH_1_Fstop': 0.53, 'ORCH_1_Frestart': 0.11, 'PSCS__TAU': 143, 'HUM_1_VEL': 38.0, 'HUM_2_VEL': 79.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 2247.97, 'HUM_1_POS_Y': 177.36, 'HUM_2_POS_X': 176.55, 'HUM_2_POS_Y': 363.53, 'ROB_1_VEL': 76.0, 'ROB_1_CHG': 11.11046584, 'SCS': 0, 'FTG': 0.0}",,False
137,"{'PRGS': 5, 'ORCH_1_Dstop': 6.63, 'ORCH_1_Drestart': 2.32, 'ORCH_1_Fstop': 0.64, 'ORCH_1_Frestart': 0.35, 'PSCS__TAU': 201, 'HUM_1_VEL': 56.0, 'HUM_2_VEL': 44.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2760.6, 'HUM_1_POS_Y': 194.51, 'HUM_2_POS_X': 2840.8, 'HUM_2_POS_Y': 201.48, 'ROB_1_VEL': 84.0, 'ROB_1_CHG': 11.13855839, 'SCS': 1, 'FTG': 0.0}",,False
138,"{'PRGS': 1, 'ORCH_1_Dstop': 7.01, 'ORCH_1_Drestart': 2.83, 'ORCH_1_Fstop': 0.62, 'ORCH_1_Frestart': 0.11, 'PSCS__TAU': 110, 'HUM_1_VEL': 22.0, 'HUM_2_VEL': 52.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 531.15, 'HUM_1_POS_Y': 195.49, 'HUM_2_POS_X': 1171.79, 'HUM_2_POS_Y': 194.91, 'ROB_1_VEL': 70.0, 'ROB_1_CHG': 11.49311825, 'SCS': 0, 'FTG': 0.0}",,False
139,"{'PRGS': 0, 'ORCH_1_Dstop': 7.29, 'ORCH_1_Drestart': 2.83, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.32, 'PSCS__TAU': 193, 'HUM_1_VEL': 58.0, 'HUM_2_VEL': 79.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 973.5, 'HUM_1_POS_Y': 181.13, 'HUM_2_POS_X': 4434.23, 'HUM_2_POS_Y': 442.63, 'ROB_1_VEL': 78.0, 'ROB_1_CHG': 11.77975685, 'SCS': 0, 'FTG': 0.0}",,False
140,"{'PRGS': 5, 'ORCH_1_Dstop': 7.05, 'ORCH_1_Drestart': 2.13, 'ORCH_1_Fstop': 0.64, 'ORCH_1_Frestart': 0.29, 'PSCS__TAU': 1, 'HUM_1_VEL': 98.0, 'HUM_2_VEL': 67.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 2766.35, 'HUM_1_POS_Y': 194.56, 'HUM_2_POS_X': 2864.11, 'HUM_2_POS_Y': 197.4, 'ROB_1_VEL': 82.0, 'ROB_1_CHG': 11.51361026, 'SCS': 1, 'FTG': 0.0}",,False
141,"{'PRGS': 4, 'ORCH_1_Dstop': 5.05, 'ORCH_1_Drestart': 2.23, 'ORCH_1_Fstop': 0.61, 'ORCH_1_Frestart': 0.13, 'PSCS__TAU': 89, 'HUM_1_VEL': 33.0, 'HUM_2_VEL': 78.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 1520.19, 'HUM_1_POS_Y': 198.44, 'HUM_2_POS_X': 2896.08, 'HUM_2_POS_Y': 198.18, 'ROB_1_VEL': 72.0, 'ROB_1_CHG': 11.49640193, 'SCS': 0, 'FTG': 0.0}",,False
142,"{'PRGS': 0, 'ORCH_1_Dstop': 6.94, 'ORCH_1_Drestart': 2.46, 'ORCH_1_Fstop': 0.64, 'ORCH_1_Frestart': 0.2, 'PSCS__TAU': 419, 'HUM_1_VEL': 45.0, 'HUM_2_VEL': 83.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 2775.41, 'HUM_1_POS_Y': 236.2, 'HUM_2_POS_X': 2190.72, 'HUM_2_POS_Y': 647.18, 'ROB_1_VEL': 76.0, 'ROB_1_CHG': 11.16707193, 'SCS': 0, 'FTG': 0.0}",,False
143,"{'PRGS': 0, 'ORCH_1_Dstop': 6.67, 'ORCH_1_Drestart': 2.59, 'ORCH_1_Fstop': 0.76, 'ORCH_1_Frestart': 0.18, 'PSCS__TAU': 434, 'HUM_1_VEL': 58.0, 'HUM_2_VEL': 76.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 1913.61, 'HUM_1_POS_Y': 326.97, 'HUM_2_POS_X': 825.52, 'HUM_2_POS_Y': 691.49, 'ROB_1_VEL': 69.0, 'ROB_1_CHG': 11.44520403, 'SCS': 0, 'FTG': 0.0}",,False
144,"{'PRGS': 0, 'ORCH_1_Dstop': 6.8, 'ORCH_1_Drestart': 2.67, 'ORCH_1_Fstop': 0.67, 'ORCH_1_Frestart': 0.24, 'PSCS__TAU': 545, 'HUM_1_VEL': 54.0, 'HUM_2_VEL': 89.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 4374.08, 'HUM_1_POS_Y': 403.67, 'HUM_2_POS_X': 1396.45, 'HUM_2_POS_Y': 718.65, 'ROB_1_VEL': 80.0, 'ROB_1_CHG': 11.47632097, 'SCS': 0, 'FTG': 0.0}",,False
145,"{'PRGS': 5, 'ORCH_1_Dstop': 5.03, 'ORCH_1_Drestart': 2.14, 'ORCH_1_Fstop': 0.74, 'ORCH_1_Frestart': 0.25, 'PSCS__TAU': 428, 'HUM_1_VEL': 43.0, 'HUM_2_VEL': 56.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2916.38, 'HUM_1_POS_Y': 194.9, 'HUM_2_POS_X': 2874.44, 'HUM_2_POS_Y': 198.37, 'ROB_1_VEL': 66.0, 'ROB_1_CHG': 11.87171723, 'SCS': 1, 'FTG': 0.0}",,False
146,"{'PRGS': 5, 'ORCH_1_Dstop': 7.27, 'ORCH_1_Drestart': 3.92, 'ORCH_1_Fstop': 0.51, 'ORCH_1_Frestart': 0.36, 'PSCS__TAU': 168, 'HUM_1_VEL': 45.0, 'HUM_2_VEL': 93.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 2747.17, 'HUM_1_POS_Y': 193.79, 'HUM_2_POS_X': 2889.94, 'HUM_2_POS_Y': 193.49, 'ROB_1_VEL': 52.0, 'ROB_1_CHG': 12.25871126, 'SCS': 1, 'FTG': 0.0}",,False
147,"{'PRGS': 5, 'ORCH_1_Dstop': 6.21, 'ORCH_1_Drestart': 3.36, 'ORCH_1_Fstop': 0.62, 'ORCH_1_Frestart': 0.2, 'PSCS__TAU': 112, 'HUM_1_VEL': 51.0, 'HUM_2_VEL': 64.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2903.14, 'HUM_1_POS_Y': 195.52, 'HUM_2_POS_X': 2857.59, 'HUM_2_POS_Y': 200.51, 'ROB_1_VEL': 78.0, 'ROB_1_CHG': 11.54176812, 'SCS': 1, 'FTG': 0.0}",,False
148,"{'PRGS': 0, 'ORCH_1_Dstop': 6.25, 'ORCH_1_Drestart': 2.45, 'ORCH_1_Fstop': 0.64, 'ORCH_1_Frestart': 0.17, 'PSCS__TAU': 237, 'HUM_1_VEL': 91.0, 'HUM_2_VEL': 31.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 310.72, 'HUM_1_POS_Y': 131.25, 'HUM_2_POS_X': 618.66, 'HUM_2_POS_Y': 271.69, 'ROB_1_VEL': 45.0, 'ROB_1_CHG': 12.19438684, 'SCS': 0, 'FTG': 0.0}",,False
149,"{'PRGS': 0, 'ORCH_1_Dstop': 7.006962322, 'ORCH_1_Drestart': 4.448633209, 'ORCH_1_Fstop': 0.6618493277, 'ORCH_1_Frestart': 0.3565808487, 'PSCS__TAU': 496, 'HUM_1_VEL': 76.1208014, 'HUM_2_VEL': 75.17410024, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 801.43, 'HUM_1_POS_Y': 728.17, 'HUM_2_POS_X': 364.2, 'HUM_2_POS_Y': 741.87, 'ROB_1_VEL': 35.49806476, 'ROB_1_CHG': 11.76605746, 'SCS': 0, 'FTG': 0.0}",,False
150,"{'PRGS': 2, 'ORCH_1_Dstop': 7.44, 'ORCH_1_Drestart': 2.48, 'ORCH_1_Fstop': 0.71, 'ORCH_1_Frestart': 0.13, 'PSCS__TAU': 84, 'HUM_1_VEL': 30.0, 'HUM_2_VEL': 98.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 448.44, 'HUM_1_POS_Y': 198.69, 'HUM_2_POS_X': 2493.98, 'HUM_2_POS_Y': 206.95, 'ROB_1_VEL': 58.0, 'ROB_1_CHG': 11.78092429, 'SCS': 0, 'FTG': 0.0}",,False
151,"{'PRGS': 0, 'ORCH_1_Dstop': 6.34, 'ORCH_1_Drestart': 3.61, 'ORCH_1_Fstop': 0.73, 'ORCH_1_Frestart': 0.27, 'PSCS__TAU': 253, 'HUM_1_VEL': 95.0, 'HUM_2_VEL': 38.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2184.49, 'HUM_1_POS_Y': 263.17, 'HUM_2_POS_X': 70.15, 'HUM_2_POS_Y': 332.47, 'ROB_1_VEL': 30.0, 'ROB_1_CHG': 11.43778485, 'SCS': 0, 'FTG': 0.0}",,False
152,"{'PRGS': 2, 'ORCH_1_Dstop': 7.41, 'ORCH_1_Drestart': 3.84, 'ORCH_1_Fstop': 0.78, 'ORCH_1_Frestart': 0.14, 'PSCS__TAU': 345, 'HUM_1_VEL': 51.0, 'HUM_2_VEL': 43.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 662.1, 'HUM_1_POS_Y': 191.32, 'HUM_2_POS_X': 2299.97, 'HUM_2_POS_Y': 199.23, 'ROB_1_VEL': 42.0, 'ROB_1_CHG': 11.6369362, 'SCS': 1, 'FTG': 0.0}",,False
153,"{'PRGS': 0, 'ORCH_1_Dstop': 5.09, 'ORCH_1_Drestart': 3.09, 'ORCH_1_Fstop': 0.73, 'ORCH_1_Frestart': 0.33, 'PSCS__TAU': 106, 'HUM_1_VEL': 99.0, 'HUM_2_VEL': 48.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 397.69, 'HUM_1_POS_Y': 160.02, 'HUM_2_POS_X': 4010.89, 'HUM_2_POS_Y': 767.06, 'ROB_1_VEL': 42.0, 'ROB_1_CHG': 11.19033435, 'SCS': 0, 'FTG': 0.0}",,False
154,"{'PRGS': 4, 'ORCH_1_Dstop': 5.43, 'ORCH_1_Drestart': 2.85, 'ORCH_1_Fstop': 0.5, 'ORCH_1_Frestart': 0.33, 'PSCS__TAU': 1, 'HUM_1_VEL': 31.0, 'HUM_2_VEL': 75.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 1320.74, 'HUM_1_POS_Y': 433.92, 'HUM_2_POS_X': 2877.66, 'HUM_2_POS_Y': 195.43, 'ROB_1_VEL': 46.0, 'ROB_1_CHG': 11.40497128, 'SCS': 0, 'FTG': 0.0}",,False
155,"{'PRGS': 0, 'ORCH_1_Dstop': 6.390427215, 'ORCH_1_Drestart': 3.210549562, 'ORCH_1_Fstop': 0.611399173, 'ORCH_1_Frestart': 0.2677713098, 'PSCS__TAU': 364, 'HUM_1_VEL': 90.13604546, 'HUM_2_VEL': 78.78876294, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 1975.07, 'HUM_1_POS_Y': 415.23, 'HUM_2_POS_X': 4004.57, 'HUM_2_POS_Y': 246.63, 'ROB_1_VEL': 75.74198069, 'ROB_1_CHG': 11.74627951, 'SCS': 0, 'FTG': 0.0}",,False
156,"{'PRGS': 0, 'ORCH_1_Dstop': 6.94, 'ORCH_1_Drestart': 2.46, 'ORCH_1_Fstop': 0.64, 'ORCH_1_Frestart': 0.2, 'PSCS__TAU': 1, 'HUM_1_VEL': 45.0, 'HUM_2_VEL': 83.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 2775.41, 'HUM_1_POS_Y': 236.2, 'HUM_2_POS_X': 2190.72, 'HUM_2_POS_Y': 647.18, 'ROB_1_VEL': 76.0, 'ROB_1_CHG': 11.13018774, 'SCS': 0, 'FTG': 0.0}",,False
157,"{'PRGS': 0, 'ORCH_1_Dstop': 7.42, 'ORCH_1_Drestart': 2.81, 'ORCH_1_Fstop': 0.72, 'ORCH_1_Frestart': 0.16, 'PSCS__TAU': 463, 'HUM_1_VEL': 78.0, 'HUM_2_VEL': 76.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 314.95, 'HUM_1_POS_Y': 157.39, 'HUM_2_POS_X': 2292.61, 'HUM_2_POS_Y': 482.03, 'ROB_1_VEL': 42.0, 'ROB_1_CHG': 11.38091017, 'SCS': 0, 'FTG': 0.0}",,False
158,"{'PRGS': 0, 'ORCH_1_Dstop': 7.17, 'ORCH_1_Drestart': 3.62, 'ORCH_1_Fstop': 0.71, 'ORCH_1_Frestart': 0.16, 'PSCS__TAU': 110, 'HUM_1_VEL': 69.0, 'HUM_2_VEL': 60.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 403.29, 'HUM_1_POS_Y': 171.22, 'HUM_2_POS_X': 1596.1, 'HUM_2_POS_Y': 315.44, 'ROB_1_VEL': 33.0, 'ROB_1_CHG': 12.15886244, 'SCS': 0, 'FTG': 0.0}",,False
159,"{'PRGS': 0, 'ORCH_1_Dstop': 7.23, 'ORCH_1_Drestart': 4.03, 'ORCH_1_Fstop': 0.67, 'ORCH_1_Frestart': 0.2, 'PSCS__TAU': 1, 'HUM_1_VEL': 49.0, 'HUM_2_VEL': 30.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 3009.75, 'HUM_1_POS_Y': 615.6, 'HUM_2_POS_X': 947.86, 'HUM_2_POS_Y': 795.78, 'ROB_1_VEL': 85.0, 'ROB_1_CHG': 11.48764389, 'SCS': 0, 'FTG': 0.0}",,False
160,"{'PRGS': 0, 'ORCH_1_Dstop': 6.81, 'ORCH_1_Drestart': 2.96, 'ORCH_1_Fstop': 0.6, 'ORCH_1_Frestart': 0.22, 'PSCS__TAU': 592, 'HUM_1_VEL': 35.0, 'HUM_2_VEL': 73.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2823.94, 'HUM_1_POS_Y': 340.35, 'HUM_2_POS_X': 190.55, 'HUM_2_POS_Y': 268.99, 'ROB_1_VEL': 36.0, 'ROB_1_CHG': 12.04757798, 'SCS': 0, 'FTG': 0.0}",,False
161,"{'PRGS': 1, 'ORCH_1_Dstop': 5.9, 'ORCH_1_Drestart': 3.15, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.23, 'PSCS__TAU': 270, 'HUM_1_VEL': 96.0, 'HUM_2_VEL': 18.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 537.9, 'HUM_1_POS_Y': 195.31, 'HUM_2_POS_X': 1172.11, 'HUM_2_POS_Y': 759.79, 'ROB_1_VEL': 95.0, 'ROB_1_CHG': 12.32227979, 'SCS': 0, 'FTG': 0.0}",,False
162,"{'PRGS': 2, 'ORCH_1_Dstop': 5.05, 'ORCH_1_Drestart': 3.94, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.34, 'PSCS__TAU': 183, 'HUM_1_VEL': 64.0, 'HUM_2_VEL': 53.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 795.97, 'HUM_1_POS_Y': 198.31, 'HUM_2_POS_X': 2563.44, 'HUM_2_POS_Y': 189.78, 'ROB_1_VEL': 91.0, 'ROB_1_CHG': 11.52654641, 'SCS': 1, 'FTG': 0.0}",,False
163,"{'PRGS': 3, 'ORCH_1_Dstop': 5.48, 'ORCH_1_Drestart': 2.63, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.17, 'PSCS__TAU': 178, 'HUM_1_VEL': 23.0, 'HUM_2_VEL': 65.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 500.38, 'HUM_1_POS_Y': 185.11, 'HUM_2_POS_X': 2874.12, 'HUM_2_POS_Y': 194.38, 'ROB_1_VEL': 37.0, 'ROB_1_CHG': 11.21125183, 'SCS': 0, 'FTG': 0.0}",,False
164,"{'PRGS': 0, 'ORCH_1_Dstop': 7.417621812, 'ORCH_1_Drestart': 2.808788351, 'ORCH_1_Fstop': 0.7234641105, 'ORCH_1_Frestart': 0.164393013, 'PSCS__TAU': 695, 'HUM_1_VEL': 78.74245869, 'HUM_2_VEL': 76.22627427, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 2011.81, 'HUM_1_POS_Y': 315.73, 'HUM_2_POS_X': 2292.61, 'HUM_2_POS_Y': 482.03, 'ROB_1_VEL': 42.2241352, 'ROB_1_CHG': 11.45025736, 'SCS': 0, 'FTG': 0.0}",,False
165,"{'PRGS': 3, 'ORCH_1_Dstop': 6.21, 'ORCH_1_Drestart': 3.36, 'ORCH_1_Fstop': 0.62, 'ORCH_1_Frestart': 0.2, 'PSCS__TAU': 223, 'HUM_1_VEL': 51.0, 'HUM_2_VEL': 64.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 435.93, 'HUM_1_POS_Y': 181.46, 'HUM_2_POS_X': 2857.59, 'HUM_2_POS_Y': 200.51, 'ROB_1_VEL': 78.0, 'ROB_1_CHG': 11.57500259, 'SCS': 1, 'FTG': 0.0}",,False
166,"{'PRGS': 0, 'ORCH_1_Dstop': 6.67, 'ORCH_1_Drestart': 2.9, 'ORCH_1_Fstop': 0.73, 'ORCH_1_Frestart': 0.14, 'PSCS__TAU': 404, 'HUM_1_VEL': 54.0, 'HUM_2_VEL': 43.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 179.28, 'HUM_1_POS_Y': 621.78, 'HUM_2_POS_X': 2626.14, 'HUM_2_POS_Y': 228.42, 'ROB_1_VEL': 39.0, 'ROB_1_CHG': 11.09931324, 'SCS': 0, 'FTG': 0.0}",,False
167,"{'PRGS': 0, 'ORCH_1_Dstop': 5.27, 'ORCH_1_Drestart': 3.48, 'ORCH_1_Fstop': 0.77, 'ORCH_1_Frestart': 0.2, 'PSCS__TAU': 317, 'HUM_1_VEL': 47.0, 'HUM_2_VEL': 42.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 332.06, 'HUM_1_POS_Y': 158.96, 'HUM_2_POS_X': 4048.1, 'HUM_2_POS_Y': 687.35, 'ROB_1_VEL': 45.0, 'ROB_1_CHG': 11.25153054, 'SCS': 0, 'FTG': 0.0}",,False
168,"{'PRGS': 0, 'ORCH_1_Dstop': 5.86, 'ORCH_1_Drestart': 3.32, 'ORCH_1_Fstop': 0.61, 'ORCH_1_Frestart': 0.16, 'PSCS__TAU': 435, 'HUM_1_VEL': 54.0, 'HUM_2_VEL': 38.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 3599.64, 'HUM_1_POS_Y': 770.47, 'HUM_2_POS_X': 4445.72, 'HUM_2_POS_Y': 743.68, 'ROB_1_VEL': 72.0, 'ROB_1_CHG': 12.105456, 'SCS': 0, 'FTG': 0.0}",,False
169,"{'PRGS': 3, 'ORCH_1_Dstop': 5.21, 'ORCH_1_Drestart': 4.08, 'ORCH_1_Fstop': 0.71, 'ORCH_1_Frestart': 0.34, 'PSCS__TAU': 188, 'HUM_1_VEL': 22.0, 'HUM_2_VEL': 39.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 486.05, 'HUM_1_POS_Y': 184.99, 'HUM_2_POS_X': 2900.07, 'HUM_2_POS_Y': 199.85, 'ROB_1_VEL': 93.0, 'ROB_1_CHG': 11.58902486, 'SCS': 0, 'FTG': 0.0}",,False
170,"{'PRGS': 3, 'ORCH_1_Dstop': 6.21, 'ORCH_1_Drestart': 3.36, 'ORCH_1_Fstop': 0.62, 'ORCH_1_Frestart': 0.2, 'PSCS__TAU': 223, 'HUM_1_VEL': 51.0, 'HUM_2_VEL': 64.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 486.19, 'HUM_1_POS_Y': 181.34, 'HUM_2_POS_X': 2857.59, 'HUM_2_POS_Y': 200.51, 'ROB_1_VEL': 78.0, 'ROB_1_CHG': 11.5750044, 'SCS': 1, 'FTG': 0.0}",,False
171,"{'PRGS': 0, 'ORCH_1_Dstop': 7.29, 'ORCH_1_Drestart': 2.83, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.32, 'PSCS__TAU': 97, 'HUM_1_VEL': 58.0, 'HUM_2_VEL': 79.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 336.84, 'HUM_1_POS_Y': 164.7, 'HUM_2_POS_X': 4434.23, 'HUM_2_POS_Y': 442.63, 'ROB_1_VEL': 78.0, 'ROB_1_CHG': 11.75126607, 'SCS': 0, 'FTG': 0.0}",,False
